row_id,row_type,payout_id,gateway,payment_id,value_date,amount
ch_00344,CHARGE,pout_00013,cashfree,pay_00343,2026-09-23,5268.16
fee_00172,FEE,pout_00013,cashfree,pay_00343,2026-09-23,-113.63
ch_00346,CHARGE,pout_00013,cashfree,pay_00345,2026-09-23,827.22
fee_00173,FEE,pout_00013,cashfree,pay_00345,2026-09-23,-20.37
ch_00348,CHARGE,pout_00013,cashfree,pay_00347,2026-09-23,5235.04
fee_00174,FEE,pout_00013,cashfree,pay_00347,2026-09-23,-112.94
ch_00350,CHARGE,pout_00013,cashfree,pay_00349,2026-09-22,4383.62
fee_00175,FEE,pout_00013,cashfree,pay_00349,2026-09-22,-95.06
ch_00352,CHARGE,pout_00013,cashfree,pay_00351,2026-09-21,7553.86
fee_00176,FEE,pout_00013,cashfree,pay_00351,2026-09-21,-161.63
ch_00354,CHARGE,pout_00013,cashfree,pay_00353,2026-09-21,8281.07
fee_00177,FEE,pout_00013,cashfree,pay_00353,2026-09-21,-176.90
ch_00356,CHARGE,pout_00013,cashfree,pay_00355,2026-09-23,4661.98
fee_00178,FEE,pout_00013,cashfree,pay_00355,2026-09-23,-100.90
ch_00358,CHARGE,pout_00014,razorpay,pay_00357,2026-09-29,922.26
fee_00179,FEE,pout_00014,razorpay,pay_00357,2026-09-29,-24.13
ch_00360,CHARGE,pout_00014,razorpay,pay_00359,2026-09-28,8275.77
fee_00180,FEE,pout_00014,razorpay,pay_00359,2026-09-28,-200.62
ch_00362,CHARGE,pout_00014,razorpay,pay_00361,2026-09-27,6216.84
fee_00181,FEE,pout_00014,razorpay,pay_00361,2026-09-27,-151.20
ch_00364,CHARGE,pout_00014,razorpay,pay_00363,2026-09-27,5556.41
fee_00182,FEE,pout_00014,razorpay,pay_00363,2026-09-27,-135.35
ch_00366,CHARGE,pout_00014,razorpay,pay_00365,2026-09-28,2893.63
fee_00183,FEE,pout_00014,razorpay,pay_00365,2026-09-28,-71.45
ch_00368,CHARGE,pout_00014,razorpay,pay_00367,2026-09-27,8135.83
fee_00184,FEE,pout_00014,razorpay,pay_00367,2026-09-27,-197.26
ch_00370,CHARGE,pout_00014,razorpay,pay_00369,2026-09-28,3548.94
fee_00185,FEE,pout_00014,razorpay,pay_00369,2026-09-28,-87.17
ch_00372,CHARGE,pout_00014,razorpay,pay_00371,2026-09-28,3664.24
fee_00186,FEE,pout_00014,razorpay,pay_00371,2026-09-28,-89.94
ch_00374,CHARGE,pout_00014,razorpay,pay_00373,2026-09-29,8274.67
fee_00187,FEE,pout_00014,razorpay,pay_00373,2026-09-29,-200.59
rfnd_00004,REFUND,pout_00014,razorpay,pay_00365,2026-09-29,-2893.63
ch_00376,CHARGE,pout_00015,razorpay,pay_00375,2026-09-22,4466.70
fee_00188,FEE,pout_00015,razorpay,pay_00375,2026-09-22,-109.20
ch_00378,CHARGE,pout_00015,razorpay,pay_00377,2026-09-24,6197.37
fee_00189,FEE,pout_00015,razorpay,pay_00377,2026-09-24,-150.74
ch_00380,CHARGE,pout_00015,razorpay,pay_00379,2026-09-24,5343.54
fee_00190,FEE,pout_00015,razorpay,pay_00379,2026-09-24,-130.24
ch_00382,CHARGE,pout_00015,razorpay,pay_00381,2026-09-23,6855.94
fee_00191,FEE,pout_00015,razorpay,pay_00381,2026-09-23,-166.54
ch_00384,CHARGE,pout_00015,razorpay,pay_00383,2026-09-24,3797.68
fee_00192,FEE,pout_00015,razorpay,pay_00383,2026-09-24,-93.14
ch_00386,CHARGE,pout_00015,razorpay,pay_00385,2026-09-24,7788.89
fee_00193,FEE,pout_00015,razorpay,pay_00385,2026-09-24,-188.93
ch_00388,CHARGE,pout_00015,razorpay,pay_00387,2026-09-22,3802.87
fee_00194,FEE,pout_00015,razorpay,pay_00387,2026-09-22,-93.27
rfnd_00005,REFUND,pout_00015,razorpay,pay_00387,2026-09-24,-3802.87
ch_00390,CHARGE,pout_00016,cashfree,pay_00389,2026-09-12,3672.41
fee_00195,FEE,pout_00016,cashfree,pay_00389,2026-09-12,-80.12
ch_00392,CHARGE,pout_00016,cashfree,pay_00391,2026-09-12,1307.63
fee_00196,FEE,pout_00016,cashfree,pay_00391,2026-09-12,-30.46
ch_00394,CHARGE,pout_00016,cashfree,pay_00393,2026-09-13,554.06
fee_00197,FEE,pout_00016,cashfree,pay_00393,2026-09-13,-14.64
ch_00396,CHARGE,pout_00016,cashfree,pay_00395,2026-09-13,6342.53
fee_00198,FEE,pout_00016,cashfree,pay_00395,2026-09-13,-136.19
ch_00398,CHARGE,pout_00016,cashfree,pay_00397,2026-09-13,3384.66
fee_00199,FEE,pout_00016,cashfree,pay_00397,2026-09-13,-74.08
ch_00400,CHARGE,pout_00016,cashfree,pay_00399,2026-09-13,5507.12
fee_00200,FEE,pout_00016,cashfree,pay_00399,2026-09-13,-118.65
ch_00402,CHARGE,pout_00017,razorpay,pay_00401,2026-09-25,5454.51
fee_00201,FEE,pout_00017,razorpay,pay_00401,2026-09-25,-132.91
ch_00404,CHARGE,pout_00017,razorpay,pay_00403,2026-09-26,6402.87
fee_00202,FEE,pout_00017,razorpay,pay_00403,2026-09-26,-155.67
ch_00406,CHARGE,pout_00017,razorpay,pay_00405,2026-09-25,2980.56
fee_00203,FEE,pout_00017,razorpay,pay_00405,2026-09-25,-73.53
ch_00408,CHARGE,pout_00017,razorpay,pay_00407,2026-09-24,7317.92
fee_00204,FEE,pout_00017,razorpay,pay_00407,2026-09-24,-177.63
ch_00410,CHARGE,pout_00017,razorpay,pay_00409,2026-09-26,3663.87
fee_00205,FEE,pout_00017,razorpay,pay_00409,2026-09-26,-89.93
ch_00412,CHARGE,pout_00017,razorpay,pay_00411,2026-09-24,8258.53
fee_00206,FEE,pout_00017,razorpay,pay_00411,2026-09-24,-200.20
ch_00414,CHARGE,pout_00017,razorpay,pay_00413,2026-09-26,5175.28
fee_00207,FEE,pout_00017,razorpay,pay_00413,2026-09-26,-126.21
ch_00416,CHARGE,pout_00017,razorpay,pay_00415,2026-09-24,7916.48
fee_00208,FEE,pout_00017,razorpay,pay_00415,2026-09-24,-192.00
ch_00418,CHARGE,pout_00018,razorpay,pay_00417,2026-09-30,4315.70
fee_00209,FEE,pout_00018,razorpay,pay_00417,2026-09-30,-105.58
ch_00420,CHARGE,pout_00018,razorpay,pay_00419,2026-09-29,3830.25
fee_00210,FEE,pout_00018,razorpay,pay_00419,2026-09-29,-93.93
ch_00422,CHARGE,pout_00018,razorpay,pay_00421,2026-09-28,2005.13
fee_00211,FEE,pout_00018,razorpay,pay_00421,2026-09-28,-50.12
ch_00424,CHARGE,pout_00018,razorpay,pay_00423,2026-09-28,4890.94
fee_00212,FEE,pout_00018,razorpay,pay_00423,2026-09-28,-119.38
ch_00426,CHARGE,pout_00018,razorpay,pay_00425,2026-09-29,4910.77
fee_00213,FEE,pout_00018,razorpay,pay_00425,2026-09-29,-119.86
ch_00428,CHARGE,pout_00018,razorpay,pay_00427,2026-09-29,2617.77
fee_00214,FEE,pout_00018,razorpay,pay_00427,2026-09-29,-64.83
ch_00430,CHARGE,pout_00019,cashfree,pay_00429,2026-09-11,8206.00
fee_00215,FEE,pout_00019,cashfree,pay_00429,2026-09-11,-175.33
ch_00432,CHARGE,pout_00019,cashfree,pay_00431,2026-09-11,6162.88
fee_00216,FEE,pout_00019,cashfree,pay_00431,2026-09-11,-132.42
ch_00434,CHARGE,pout_00019,cashfree,pay_00433,2026-09-09,2115.11
fee_00217,FEE,pout_00019,cashfree,pay_00433,2026-09-09,-47.42
ch_00436,CHARGE,pout_00019,cashfree,pay_00435,2026-09-10,7248.84
fee_00218,FEE,pout_00019,cashfree,pay_00435,2026-09-10,-155.23
ch_00438,CHARGE,pout_00019,cashfree,pay_00437,2026-09-09,3005.46
fee_00219,FEE,pout_00019,cashfree,pay_00437,2026-09-09,-66.11
ch_00440,CHARGE,pout_00019,cashfree,pay_00439,2026-09-10,628.06
fee_00220,FEE,pout_00019,cashfree,pay_00439,2026-09-10,-16.19
ch_00442,CHARGE,pout_00019,cashfree,pay_00441,2026-09-11,8702.79
fee_00221,FEE,pout_00019,cashfree,pay_00441,2026-09-11,-185.76
ch_00444,CHARGE,pout_00019,cashfree,pay_00443,2026-09-09,528.72
fee_00222,FEE,pout_00019,cashfree,pay_00443,2026-09-09,-14.10
ch_00446,CHARGE,pout_00019,cashfree,pay_00445,2026-09-10,7424.85
fee_00223,FEE,pout_00019,cashfree,pay_00445,2026-09-10,-158.92
ch_00448,CHARGE,pout_00020,cashfree,pay_00447,2026-09-17,6298.22
fee_00224,FEE,pout_00020,cashfree,pay_00447,2026-09-17,-135.26
ch_00450,CHARGE,pout_00020,cashfree,pay_00449,2026-09-17,5654.75
fee_00225,FEE,pout_00020,cashfree,pay_00449,2026-09-17,-121.75
ch_00452,CHARGE,pout_00020,cashfree,pay_00451,2026-09-18,6321.21
fee_00226,FEE,pout_00020,cashfree,pay_00451,2026-09-18,-135.75
ch_00454,CHARGE,pout_00020,cashfree,pay_00453,2026-09-17,3936.37
fee_00227,FEE,pout_00020,cashfree,pay_00453,2026-09-17,-85.66
ch_00456,CHARGE,pout_00020,cashfree,pay_00455,2026-09-16,7811.03
fee_00228,FEE,pout_00020,cashfree,pay_00455,2026-09-16,-167.03
ch_00458,CHARGE,pout_00020,cashfree,pay_00457,2026-09-17,8289.93
fee_00229,FEE,pout_00020,cashfree,pay_00457,2026-09-17,-177.09
ch_00460,CHARGE,pout_00020,cashfree,pay_00459,2026-09-16,8141.59
fee_00230,FEE,pout_00020,cashfree,pay_00459,2026-09-16,-173.97
ch_00462,CHARGE,pout_00020,cashfree,pay_00461,2026-09-18,896.84
fee_00231,FEE,pout_00020,cashfree,pay_00461,2026-09-18,-21.83
ch_00464,CHARGE,pout_00020,cashfree,pay_00463,2026-09-16,4010.36
fee_00232,FEE,pout_00020,cashfree,pay_00463,2026-09-16,-87.22
ch_00466,CHARGE,pout_00020,cashfree,pay_00465,2026-09-18,3859.29
fee_00233,FEE,pout_00020,cashfree,pay_00465,2026-09-18,-84.05
ch_00468,CHARGE,pout_00020,cashfree,pay_00467,2026-09-17,2367.36
fee_00234,FEE,pout_00020,cashfree,pay_00467,2026-09-17,-52.71
ch_00470,CHARGE,pout_00020,cashfree,pay_00469,2026-09-18,5520.99
fee_00235,FEE,pout_00020,cashfree,pay_00469,2026-09-18,-118.94
ch_00472,CHARGE,pout_00020,cashfree,pay_00471,2026-09-16,6543.36
fee_00236,FEE,pout_00020,cashfree,pay_00471,2026-09-16,-140.41
rfnd_00006,REFUND,pout_00020,cashfree,pay_00453,2026-09-18,-3936.37
ch_00474,CHARGE,pout_00021,razorpay,pay_00473,2026-09-10,3246.70
fee_00237,FEE,pout_00021,razorpay,pay_00473,2026-09-10,-79.92
ch_00476,CHARGE,pout_00021,razorpay,pay_00475,2026-09-09,6553.49
fee_00238,FEE,pout_00021,razorpay,pay_00475,2026-09-09,-159.28
ch_00478,CHARGE,pout_00021,razorpay,pay_00477,2026-09-10,8536.90
fee_00239,FEE,pout_00021,razorpay,pay_00477,2026-09-10,-206.89
ch_00480,CHARGE,pout_00021,razorpay,pay_00479,2026-09-09,2858.59
fee_00240,FEE,pout_00021,razorpay,pay_00479,2026-09-09,-70.61
ch_00482,CHARGE,pout_00021,razorpay,pay_00481,2026-09-11,6091.00
fee_00241,FEE,pout_00021,razorpay,pay_00481,2026-09-11,-148.18
ch_00484,CHARGE,pout_00021,razorpay,pay_00483,2026-09-11,4624.31
fee_00242,FEE,pout_00021,razorpay,pay_00483,2026-09-11,-112.98
ch_00486,CHARGE,pout_00021,razorpay,pay_00485,2026-09-11,6573.88
fee_00243,FEE,pout_00021,razorpay,pay_00485,2026-09-11,-159.77
ch_00488,CHARGE,pout_00021,razorpay,pay_00487,2026-09-09,3448.65
fee_00244,FEE,pout_00021,razorpay,pay_00487,2026-09-09,-84.77
ch_00490,CHARGE,pout_00021,razorpay,pay_00489,2026-09-10,1726.05
fee_00245,FEE,pout_00021,razorpay,pay_00489,2026-09-10,-43.43
ch_00492,CHARGE,pout_00022,cashfree,pay_00491,2026-09-07,2889.26
fee_00246,FEE,pout_00022,cashfree,pay_00491,2026-09-07,-63.67
ch_00494,CHARGE,pout_00022,cashfree,pay_00493,2026-09-07,1194.32
fee_00247,FEE,pout_00022,cashfree,pay_00493,2026-09-07,-28.08
ch_00496,CHARGE,pout_00022,cashfree,pay_00495,2026-09-07,4793.18
fee_00248,FEE,pout_00022,cashfree,pay_00495,2026-09-07,-103.66
ch_00498,CHARGE,pout_00022,cashfree,pay_00497,2026-09-07,1870.96
fee_00249,FEE,pout_00022,cashfree,pay_00497,2026-09-07,-42.29
ch_00500,CHARGE,pout_00022,cashfree,pay_00499,2026-09-07,7473.65
fee_00250,FEE,pout_00022,cashfree,pay_00499,2026-09-07,-159.95
ch_00502,CHARGE,pout_00022,cashfree,pay_00501,2026-09-06,5495.60
fee_00251,FEE,pout_00022,cashfree,pay_00501,2026-09-06,-118.41
ch_00504,CHARGE,pout_00022,cashfree,pay_00503,2026-09-07,4140.17
fee_00252,FEE,pout_00022,cashfree,pay_00503,2026-09-07,-89.94
ch_00506,CHARGE,pout_00022,cashfree,pay_00505,2026-09-06,3907.76
fee_00253,FEE,pout_00022,cashfree,pay_00505,2026-09-06,-85.06
ch_00508,CHARGE,pout_00022,cashfree,pay_00507,2026-09-07,5752.96
fee_00254,FEE,pout_00022,cashfree,pay_00507,2026-09-07,-123.81
ch_00510,CHARGE,pout_00022,cashfree,pay_00509,2026-09-06,4863.17
fee_00255,FEE,pout_00022,cashfree,pay_00509,2026-09-06,-105.13
ch_00512,CHARGE,pout_00022,cashfree,pay_00511,2026-09-05,930.14
fee_00256,FEE,pout_00022,cashfree,pay_00511,2026-09-05,-22.53
ch_00514,CHARGE,pout_00022,cashfree,pay_00513,2026-09-05,2049.08
fee_00257,FEE,pout_00022,cashfree,pay_00513,2026-09-05,-46.03
ch_00516,CHARGE,pout_00022,cashfree,pay_00515,2026-09-05,5007.51
fee_00258,FEE,pout_00022,cashfree,pay_00515,2026-09-05,-108.16
ch_00518,CHARGE,pout_00022,cashfree,pay_00517,2026-09-07,3611.02
fee_00259,FEE,pout_00022,cashfree,pay_00517,2026-09-07,-78.83
rfnd_00007,REFUND,pout_00022,cashfree,pay_00507,2026-09-07,-5752.96
ch_00521,CHARGE,,razorpay,pay_00520,2026-09-27,41000.00
fee_00261,FEE,,razorpay,pay_00520,2026-09-27,-986.00
ch_00523,CHARGE,,razorpay,pay_00522,2026-09-27,48400.00
fee_00262,FEE,,razorpay,pay_00522,2026-09-27,-1163.60
ch_00525,CHARGE,,razorpay,pay_00524,2026-09-27,44200.00
fee_00263,FEE,,razorpay,pay_00524,2026-09-27,-1062.80
ch_00527,CHARGE,,razorpay,pay_00526,2026-09-27,45200.00
fee_00264,FEE,,razorpay,pay_00526,2026-09-27,-1086.80
