# A settlement export v2.1
# generated by the PSP, do not edit
txn_ref;kind;merchant_batch;psp;auth_code;booking_timestamp;amount_minor;ccy
ch_00324;CHARGE;pout_00014;razorpay;pay_00323;04.08.2026;585782;INR
fee_00162;FEE;pout_00014;razorpay;pay_00323;04.08.2026;-17288;INR
ch_00326;CHARGE;pout_00014;razorpay;pay_00325;02.08.2026;107713;INR
fee_00163;FEE;pout_00014;razorpay;pay_00325;02.08.2026;-3424;INR
ch_00328;CHARGE;pout_00014;razorpay;pay_00327;02.08.2026;340991;INR
fee_00164;FEE;pout_00014;razorpay;pay_00327;02.08.2026;-10189;INR
ch_00330;CHARGE;pout_00015;razorpay;pay_00329;09.08.2026;419465;INR
fee_00165;FEE;pout_00015;razorpay;pay_00329;09.08.2026;-10267;INR
ch_00332;CHARGE;pout_00015;razorpay;pay_00331;07.08.2026;165182;INR
fee_00166;FEE;pout_00015;razorpay;pay_00331;07.08.2026;-4164;INR
ch_00334;CHARGE;pout_00015;razorpay;pay_00333;08.08.2026;700651;INR
fee_00167;FEE;pout_00015;razorpay;pay_00333;08.08.2026;-17016;INR
ch_00336;CHARGE;pout_00015;razorpay;pay_00335;07.08.2026;239623;INR
fee_00168;FEE;pout_00015;razorpay;pay_00335;07.08.2026;-5951;INR
ch_00338;CHARGE;pout_00015;razorpay;pay_00337;07.08.2026;575006;INR
fee_00169;FEE;pout_00015;razorpay;pay_00337;07.08.2026;-14000;INR
ch_00340;CHARGE;pout_00015;razorpay;pay_00339;07.08.2026;665408;INR
fee_00170;FEE;pout_00015;razorpay;pay_00339;07.08.2026;-16170;INR
ch_00342;CHARGE;pout_00015;razorpay;pay_00341;07.08.2026;194782;INR
fee_00171;FEE;pout_00015;razorpay;pay_00341;07.08.2026;-4875;INR
ch_00344;CHARGE;pout_00015;razorpay;pay_00343;08.08.2026;640070;INR
fee_00172;FEE;pout_00015;razorpay;pay_00343;08.08.2026;-15562;INR
ch_00346;CHARGE;pout_00015;razorpay;pay_00345;08.08.2026;160998;INR
fee_00173;FEE;pout_00015;razorpay;pay_00345;08.08.2026;-4064;INR
ch_00348;CHARGE;pout_00015;razorpay;pay_00347;09.08.2026;206530;INR
fee_00174;FEE;pout_00015;razorpay;pay_00347;09.08.2026;-5157;INR
ch_00350;CHARGE;pout_00015;razorpay;pay_00349;08.08.2026;740617;INR
fee_00175;FEE;pout_00015;razorpay;pay_00349;08.08.2026;-17975;INR
ch_00352;CHARGE;pout_00015;razorpay;pay_00351;08.08.2026;327128;INR
fee_00176;FEE;pout_00015;razorpay;pay_00351;08.08.2026;-8051;INR
ch_00354;CHARGE;pout_00015;razorpay;pay_00353;07.08.2026;739736;INR
fee_00177;FEE;pout_00015;razorpay;pay_00353;07.08.2026;-17954;INR
ch_00356;CHARGE;pout_00015;razorpay;pay_00355;09.08.2026;549590;INR
fee_00178;FEE;pout_00015;razorpay;pay_00355;09.08.2026;-13390;INR
ch_00358;CHARGE;pout_00015;razorpay;pay_00357;07.08.2026;320849;INR
fee_00179;FEE;pout_00015;razorpay;pay_00357;07.08.2026;-7900;INR
ch_00360;CHARGE;pout_00015;razorpay;pay_00359;07.08.2026;253506;INR
fee_00180;FEE;pout_00015;razorpay;pay_00359;07.08.2026;-6284;INR
rfnd_00009;REFUND;pout_00015;razorpay;pay_00343;09.08.2026;-640070;INR
ch_00362;CHARGE;pout_00016;razorpay;pay_00361;15.08.2026;619515;INR
fee_00181;FEE;pout_00016;razorpay;pay_00361;15.08.2026;-15068;INR
ch_00364;CHARGE;pout_00016;razorpay;pay_00363;16.08.2026;580214;INR
fee_00182;FEE;pout_00016;razorpay;pay_00363;16.08.2026;-14125;INR
ch_00366;CHARGE;pout_00016;razorpay;pay_00365;17.08.2026;374482;INR
fee_00183;FEE;pout_00016;razorpay;pay_00365;17.08.2026;-9188;INR
ch_00368;CHARGE;pout_00016;razorpay;pay_00367;17.08.2026;252962;INR
fee_00184;FEE;pout_00016;razorpay;pay_00367;17.08.2026;-6271;INR
ch_00370;CHARGE;pout_00016;razorpay;pay_00369;15.08.2026;204716;INR
fee_00185;FEE;pout_00016;razorpay;pay_00369;15.08.2026;-5113;INR
ch_00372;CHARGE;pout_00016;razorpay;pay_00371;16.08.2026;44353;INR
fee_00186;FEE;pout_00016;razorpay;pay_00371;16.08.2026;-1264;INR
ch_00374;CHARGE;pout_00016;razorpay;pay_00373;17.08.2026;301497;INR
fee_00187;FEE;pout_00016;razorpay;pay_00373;17.08.2026;-7436;INR
ch_00376;CHARGE;pout_00016;razorpay;pay_00375;16.08.2026;889324;INR
fee_00188;FEE;pout_00016;razorpay;pay_00375;16.08.2026;-21544;INR
ch_00378;CHARGE;pout_00016;razorpay;pay_00377;15.08.2026;759915;INR
fee_00189;FEE;pout_00016;razorpay;pay_00377;15.08.2026;-18438;INR
ch_00380;CHARGE;pout_00016;razorpay;pay_00379;16.08.2026;484209;INR
fee_00190;FEE;pout_00016;razorpay;pay_00379;16.08.2026;-11821;INR
ch_00382;CHARGE;pout_00016;razorpay;pay_00381;15.08.2026;438779;INR
fee_00191;FEE;pout_00016;razorpay;pay_00381;15.08.2026;-10731;INR
ch_00384;CHARGE;pout_00016;razorpay;pay_00383;17.08.2026;723029;INR
fee_00192;FEE;pout_00016;razorpay;pay_00383;17.08.2026;-17553;INR
ch_00386;CHARGE;pout_00016;razorpay;pay_00385;15.08.2026;614696;INR
fee_00193;FEE;pout_00016;razorpay;pay_00385;15.08.2026;-14953;INR
ch_00388;CHARGE;pout_00016;razorpay;pay_00387;17.08.2026;846074;INR
fee_00194;FEE;pout_00016;razorpay;pay_00387;17.08.2026;-20506;INR
rfnd_00010;REFUND;pout_00016;razorpay;pay_00365;17.08.2026;-374482;INR
ch_00390;CHARGE;pout_00017;razorpay;pay_00389;27.08.2026;323443;INR
fee_00195;FEE;pout_00017;razorpay;pay_00389;27.08.2026;-7963;INR
ch_00392;CHARGE;pout_00017;razorpay;pay_00391;28.08.2026;231304;INR
fee_00196;FEE;pout_00017;razorpay;pay_00391;28.08.2026;-5751;INR
ch_00394;CHARGE;pout_00017;razorpay;pay_00393;28.08.2026;826314;INR
fee_00197;FEE;pout_00017;razorpay;pay_00393;28.08.2026;-20032;INR
ch_00396;CHARGE;pout_00017;razorpay;pay_00395;28.08.2026;605720;INR
fee_00198;FEE;pout_00017;razorpay;pay_00395;28.08.2026;-14737;INR
ch_00398;CHARGE;pout_00017;razorpay;pay_00397;29.08.2026;380889;INR
fee_00199;FEE;pout_00017;razorpay;pay_00397;29.08.2026;-9341;INR
ch_00400;CHARGE;pout_00017;razorpay;pay_00399;27.08.2026;390231;INR
fee_00200;FEE;pout_00017;razorpay;pay_00399;27.08.2026;-9566;INR
ch_00402;CHARGE;pout_00017;razorpay;pay_00401;28.08.2026;884192;INR
fee_00201;FEE;pout_00017;razorpay;pay_00401;28.08.2026;-21421;INR
ch_00404;CHARGE;pout_00017;razorpay;pay_00403;27.08.2026;584566;INR
fee_00202;FEE;pout_00017;razorpay;pay_00403;27.08.2026;-14230;INR
ch_00406;CHARGE;pout_00018;cashfree;pay_00405;21.08.2026;39885;INR
fee_00203;FEE;pout_00018;cashfree;pay_00405;21.08.2026;-1138;INR
ch_00408;CHARGE;pout_00018;cashfree;pay_00407;22.08.2026;711352;INR
fee_00204;FEE;pout_00018;cashfree;pay_00407;22.08.2026;-15238;INR
ch_00410;CHARGE;pout_00018;cashfree;pay_00409;22.08.2026;42818;INR
fee_00205;FEE;pout_00018;cashfree;pay_00409;22.08.2026;-1199;INR
ch_00412;CHARGE;pout_00018;cashfree;pay_00411;22.08.2026;129512;INR
fee_00206;FEE;pout_00018;cashfree;pay_00411;22.08.2026;-3020;INR
ch_00414;CHARGE;pout_00018;cashfree;pay_00413;21.08.2026;165324;INR
fee_00207;FEE;pout_00018;cashfree;pay_00413;21.08.2026;-3772;INR
ch_00416;CHARGE;pout_00018;cashfree;pay_00415;22.08.2026;292977;INR
fee_00208;FEE;pout_00018;cashfree;pay_00415;22.08.2026;-6453;INR
ch_00418;CHARGE;pout_00018;cashfree;pay_00417;22.08.2026;700196;INR
fee_00209;FEE;pout_00018;cashfree;pay_00417;22.08.2026;-15004;INR
ch_00420;CHARGE;pout_00018;cashfree;pay_00419;22.08.2026;316217;INR
fee_00210;FEE;pout_00018;cashfree;pay_00419;22.08.2026;-6941;INR
ch_00422;CHARGE;pout_00018;cashfree;pay_00421;22.08.2026;600525;INR
fee_00211;FEE;pout_00018;cashfree;pay_00421;22.08.2026;-12911;INR
ch_00424;CHARGE;pout_00018;cashfree;pay_00423;22.08.2026;24463;INR
fee_00212;FEE;pout_00018;cashfree;pay_00423;22.08.2026;-814;INR
rfnd_00011;REFUND;pout_00018;cashfree;pay_00423;23.08.2026;-24463;INR
ch_00426;CHARGE;pout_00019;cashfree;pay_00425;20.08.2026;236769;INR
fee_00213;FEE;pout_00019;cashfree;pay_00425;20.08.2026;-5272;INR
ch_00428;CHARGE;pout_00019;cashfree;pay_00427;19.08.2026;350343;INR
fee_00214;FEE;pout_00019;cashfree;pay_00427;19.08.2026;-7657;INR
ch_00430;CHARGE;pout_00019;cashfree;pay_00429;20.08.2026;783292;INR
fee_00215;FEE;pout_00019;cashfree;pay_00429;20.08.2026;-16749;INR
ch_00432;CHARGE;pout_00019;cashfree;pay_00431;19.08.2026;182145;INR
fee_00216;FEE;pout_00019;cashfree;pay_00431;19.08.2026;-4125;INR
ch_00434;CHARGE;pout_00019;cashfree;pay_00433;19.08.2026;576956;INR
fee_00217;FEE;pout_00019;cashfree;pay_00433;19.08.2026;-12416;INR
ch_00436;CHARGE;pout_00019;cashfree;pay_00435;19.08.2026;34441;INR
fee_00218;FEE;pout_00019;cashfree;pay_00435;19.08.2026;-1023;INR
ch_00438;CHARGE;pout_00019;cashfree;pay_00437;19.08.2026;484615;INR
fee_00219;FEE;pout_00019;cashfree;pay_00437;19.08.2026;-10477;INR
ch_00440;CHARGE;pout_00019;cashfree;pay_00439;20.08.2026;276962;INR
fee_00220;FEE;pout_00019;cashfree;pay_00439;20.08.2026;-6116;INR
ch_00442;CHARGE;pout_00019;cashfree;pay_00441;18.08.2026;863808;INR
fee_00221;FEE;pout_00019;cashfree;pay_00441;18.08.2026;-18440;INR
rfnd_00012;REFUND;pout_00019;cashfree;pay_00431;20.08.2026;-182145;INR
rfnd_00013;REFUND;pout_00019;cashfree;pay_00433;20.08.2026;-576956;INR
ch_00444;CHARGE;pout_00020;cashfree;pay_00443;04.08.2026;48417;INR
fee_00222;FEE;pout_00020;cashfree;pay_00443;04.08.2026;-1317;INR
ch_00446;CHARGE;pout_00020;cashfree;pay_00445;05.08.2026;347566;INR
fee_00223;FEE;pout_00020;cashfree;pay_00445;05.08.2026;-7599;INR
ch_00448;CHARGE;pout_00020;cashfree;pay_00447;06.08.2026;450885;INR
fee_00224;FEE;pout_00020;cashfree;pay_00447;06.08.2026;-9769;INR
ch_00450;CHARGE;pout_00020;cashfree;pay_00449;06.08.2026;577610;INR
fee_00225;FEE;pout_00020;cashfree;pay_00449;06.08.2026;-12430;INR
ch_00452;CHARGE;pout_00020;cashfree;pay_00451;05.08.2026;265792;INR
fee_00226;FEE;pout_00020;cashfree;pay_00451;05.08.2026;-5882;INR
ch_00454;CHARGE;pout_00020;cashfree;pay_00453;06.08.2026;719594;INR
fee_00227;FEE;pout_00020;cashfree;pay_00453;06.08.2026;-15411;INR
ch_00456;CHARGE;pout_00020;cashfree;pay_00455;04.08.2026;344107;INR
fee_00228;FEE;pout_00020;cashfree;pay_00455;04.08.2026;-7526;INR
ch_00458;CHARGE;pout_00020;cashfree;pay_00457;06.08.2026;54475;INR
fee_00229;FEE;pout_00020;cashfree;pay_00457;06.08.2026;-1444;INR
ch_00460;CHARGE;pout_00021;razorpay;pay_00459;26.08.2026;423743;INR
fee_00230;FEE;pout_00021;razorpay;pay_00459;26.08.2026;-10370;INR
ch_00462;CHARGE;pout_00021;razorpay;pay_00461;25.08.2026;210173;INR
fee_00231;FEE;pout_00021;razorpay;pay_00461;25.08.2026;-5244;INR
ch_00464;CHARGE;pout_00021;razorpay;pay_00463;24.08.2026;33798;INR
fee_00232;FEE;pout_00021;razorpay;pay_00463;24.08.2026;-1011;INR
ch_00466;CHARGE;pout_00021;razorpay;pay_00465;25.08.2026;76973;INR
fee_00233;FEE;pout_00021;razorpay;pay_00465;25.08.2026;-2047;INR
ch_00468;CHARGE;pout_00021;razorpay;pay_00467;26.08.2026;831111;INR
fee_00234;FEE;pout_00021;razorpay;pay_00467;26.08.2026;-20147;INR
ch_00470;CHARGE;pout_00021;razorpay;pay_00469;25.08.2026;638178;INR
fee_00235;FEE;pout_00021;razorpay;pay_00469;25.08.2026;-15516;INR
ch_00472;CHARGE;pout_00021;razorpay;pay_00471;24.08.2026;393649;INR
fee_00236;FEE;pout_00021;razorpay;pay_00471;24.08.2026;-9648;INR
ch_00474;CHARGE;pout_00021;razorpay;pay_00473;24.08.2026;783642;INR
fee_00237;FEE;pout_00021;razorpay;pay_00473;24.08.2026;-19007;INR
ch_00476;CHARGE;pout_00022;razorpay;pay_00475;05.08.2026;71605;INR
fee_00238;FEE;pout_00022;razorpay;pay_00475;05.08.2026;-1919;INR
ch_00478;CHARGE;pout_00022;razorpay;pay_00477;05.08.2026;512004;INR
fee_00239;FEE;pout_00022;razorpay;pay_00477;05.08.2026;-12488;INR
ch_00480;CHARGE;pout_00022;razorpay;pay_00479;04.08.2026;825485;INR
fee_00240;FEE;pout_00022;razorpay;pay_00479;04.08.2026;-20012;INR
ch_00482;CHARGE;pout_00022;razorpay;pay_00481;04.08.2026;49017;INR
fee_00241;FEE;pout_00022;razorpay;pay_00481;04.08.2026;-1376;INR
ch_00484;CHARGE;pout_00022;razorpay;pay_00483;05.08.2026;273756;INR
fee_00242;FEE;pout_00022;razorpay;pay_00483;05.08.2026;-6770;INR
ch_00486;CHARGE;pout_00022;razorpay;pay_00485;05.08.2026;524459;INR
fee_00243;FEE;pout_00022;razorpay;pay_00485;05.08.2026;-12787;INR
ch_00488;CHARGE;pout_00022;razorpay;pay_00487;05.08.2026;755079;INR
fee_00244;FEE;pout_00022;razorpay;pay_00487;05.08.2026;-18322;INR
ch_00490;CHARGE;pout_00022;razorpay;pay_00489;03.08.2026;741832;INR
fee_00245;FEE;pout_00022;razorpay;pay_00489;03.08.2026;-18004;INR
ch_00492;CHARGE;pout_00022;razorpay;pay_00491;03.08.2026;797820;INR
fee_00246;FEE;pout_00022;razorpay;pay_00491;03.08.2026;-19348;INR
rfnd_00014;REFUND;pout_00022;razorpay;pay_00475;05.08.2026;-71605;INR
ch_00495;CHARGE;;razorpay;pay_00494;27.08.2026;4100000;INR
fee_00248;FEE;;razorpay;pay_00494;27.08.2026;-98600;INR
ch_00497;CHARGE;;razorpay;pay_00496;27.08.2026;4840000;INR
fee_00249;FEE;;razorpay;pay_00496;27.08.2026;-116360;INR
ch_00499;CHARGE;;razorpay;pay_00498;27.08.2026;4420000;INR
fee_00250;FEE;;razorpay;pay_00498;27.08.2026;-106280;INR
ch_00501;CHARGE;;razorpay;pay_00500;27.08.2026;4520000;INR
fee_00251;FEE;;razorpay;pay_00500;27.08.2026;-108680;INR
