# B settlement export v2.1
# generated by the PSP, do not edit
txn_ref;kind;merchant_batch;psp;auth_code;booking_timestamp;amount_minor;ccy
fee_00164;FEE;pout_00012;cashfree;pay_00327;02.09.2026;-8971;INR
ch_00330;CHARGE;pout_00012;cashfree;pay_00329;02.09.2026;476145;INR
fee_00165;FEE;pout_00012;cashfree;pay_00329;02.09.2026;-10299;INR
ch_00332;CHARGE;pout_00012;cashfree;pay_00331;02.09.2026;365554;INR
fee_00166;FEE;pout_00012;cashfree;pay_00331;02.09.2026;-7977;INR
ch_00334;CHARGE;pout_00012;cashfree;pay_00333;02.09.2026;711051;INR
fee_00167;FEE;pout_00012;cashfree;pay_00333;02.09.2026;-15232;INR
ch_00336;CHARGE;pout_00013;cashfree;pay_00335;22.09.2026;225537;INR
fee_00168;FEE;pout_00013;cashfree;pay_00335;22.09.2026;-5036;INR
ch_00338;CHARGE;pout_00013;cashfree;pay_00337;23.09.2026;882796;INR
fee_00169;FEE;pout_00013;cashfree;pay_00337;23.09.2026;-18839;INR
ch_00340;CHARGE;pout_00013;cashfree;pay_00339;22.09.2026;605382;INR
fee_00170;FEE;pout_00013;cashfree;pay_00339;22.09.2026;-13013;INR
ch_00342;CHARGE;pout_00013;cashfree;pay_00341;21.09.2026;307790;INR
fee_00171;FEE;pout_00013;cashfree;pay_00341;21.09.2026;-6764;INR
ch_00344;CHARGE;pout_00013;cashfree;pay_00343;23.09.2026;526816;INR
fee_00172;FEE;pout_00013;cashfree;pay_00343;23.09.2026;-11363;INR
ch_00346;CHARGE;pout_00013;cashfree;pay_00345;23.09.2026;82722;INR
fee_00173;FEE;pout_00013;cashfree;pay_00345;23.09.2026;-2037;INR
ch_00348;CHARGE;pout_00013;cashfree;pay_00347;23.09.2026;523504;INR
fee_00174;FEE;pout_00013;cashfree;pay_00347;23.09.2026;-11294;INR
ch_00350;CHARGE;pout_00013;cashfree;pay_00349;22.09.2026;438362;INR
fee_00175;FEE;pout_00013;cashfree;pay_00349;22.09.2026;-9506;INR
ch_00352;CHARGE;pout_00013;cashfree;pay_00351;21.09.2026;755386;INR
fee_00176;FEE;pout_00013;cashfree;pay_00351;21.09.2026;-16163;INR
ch_00354;CHARGE;pout_00013;cashfree;pay_00353;21.09.2026;828107;INR
fee_00177;FEE;pout_00013;cashfree;pay_00353;21.09.2026;-17690;INR
ch_00356;CHARGE;pout_00013;cashfree;pay_00355;23.09.2026;466198;INR
fee_00178;FEE;pout_00013;cashfree;pay_00355;23.09.2026;-10090;INR
ch_00358;CHARGE;pout_00014;razorpay;pay_00357;29.09.2026;92226;INR
fee_00179;FEE;pout_00014;razorpay;pay_00357;29.09.2026;-2413;INR
ch_00360;CHARGE;pout_00014;razorpay;pay_00359;28.09.2026;827577;INR
fee_00180;FEE;pout_00014;razorpay;pay_00359;28.09.2026;-20062;INR
ch_00362;CHARGE;pout_00014;razorpay;pay_00361;27.09.2026;621684;INR
fee_00181;FEE;pout_00014;razorpay;pay_00361;27.09.2026;-15120;INR
ch_00364;CHARGE;pout_00014;razorpay;pay_00363;27.09.2026;555641;INR
fee_00182;FEE;pout_00014;razorpay;pay_00363;27.09.2026;-13535;INR
ch_00366;CHARGE;pout_00014;razorpay;pay_00365;28.09.2026;289363;INR
fee_00183;FEE;pout_00014;razorpay;pay_00365;28.09.2026;-7145;INR
ch_00368;CHARGE;pout_00014;razorpay;pay_00367;27.09.2026;813583;INR
fee_00184;FEE;pout_00014;razorpay;pay_00367;27.09.2026;-19726;INR
ch_00370;CHARGE;pout_00014;razorpay;pay_00369;28.09.2026;354894;INR
fee_00185;FEE;pout_00014;razorpay;pay_00369;28.09.2026;-8717;INR
ch_00372;CHARGE;pout_00014;razorpay;pay_00371;28.09.2026;366424;INR
fee_00186;FEE;pout_00014;razorpay;pay_00371;28.09.2026;-8994;INR
ch_00374;CHARGE;pout_00014;razorpay;pay_00373;29.09.2026;827467;INR
fee_00187;FEE;pout_00014;razorpay;pay_00373;29.09.2026;-20059;INR
rfnd_00004;REFUND;pout_00014;razorpay;pay_00365;29.09.2026;-289363;INR
ch_00376;CHARGE;pout_00015;razorpay;pay_00375;22.09.2026;446670;INR
fee_00188;FEE;pout_00015;razorpay;pay_00375;22.09.2026;-10920;INR
ch_00378;CHARGE;pout_00015;razorpay;pay_00377;24.09.2026;619737;INR
fee_00189;FEE;pout_00015;razorpay;pay_00377;24.09.2026;-15074;INR
ch_00380;CHARGE;pout_00015;razorpay;pay_00379;24.09.2026;534354;INR
fee_00190;FEE;pout_00015;razorpay;pay_00379;24.09.2026;-13024;INR
ch_00382;CHARGE;pout_00015;razorpay;pay_00381;23.09.2026;685594;INR
fee_00191;FEE;pout_00015;razorpay;pay_00381;23.09.2026;-16654;INR
ch_00384;CHARGE;pout_00015;razorpay;pay_00383;24.09.2026;379768;INR
fee_00192;FEE;pout_00015;razorpay;pay_00383;24.09.2026;-9314;INR
ch_00386;CHARGE;pout_00015;razorpay;pay_00385;24.09.2026;778889;INR
fee_00193;FEE;pout_00015;razorpay;pay_00385;24.09.2026;-18893;INR
ch_00388;CHARGE;pout_00015;razorpay;pay_00387;22.09.2026;380287;INR
fee_00194;FEE;pout_00015;razorpay;pay_00387;22.09.2026;-9327;INR
rfnd_00005;REFUND;pout_00015;razorpay;pay_00387;24.09.2026;-380287;INR
ch_00390;CHARGE;pout_00016;cashfree;pay_00389;12.09.2026;367241;INR
fee_00195;FEE;pout_00016;cashfree;pay_00389;12.09.2026;-8012;INR
ch_00392;CHARGE;pout_00016;cashfree;pay_00391;12.09.2026;130763;INR
fee_00196;FEE;pout_00016;cashfree;pay_00391;12.09.2026;-3046;INR
ch_00394;CHARGE;pout_00016;cashfree;pay_00393;13.09.2026;55406;INR
fee_00197;FEE;pout_00016;cashfree;pay_00393;13.09.2026;-1464;INR
ch_00396;CHARGE;pout_00016;cashfree;pay_00395;13.09.2026;634253;INR
fee_00198;FEE;pout_00016;cashfree;pay_00395;13.09.2026;-13619;INR
ch_00398;CHARGE;pout_00016;cashfree;pay_00397;13.09.2026;338466;INR
fee_00199;FEE;pout_00016;cashfree;pay_00397;13.09.2026;-7408;INR
ch_00400;CHARGE;pout_00016;cashfree;pay_00399;13.09.2026;550712;INR
fee_00200;FEE;pout_00016;cashfree;pay_00399;13.09.2026;-11865;INR
ch_00402;CHARGE;pout_00017;razorpay;pay_00401;25.09.2026;545451;INR
fee_00201;FEE;pout_00017;razorpay;pay_00401;25.09.2026;-13291;INR
ch_00404;CHARGE;pout_00017;razorpay;pay_00403;26.09.2026;640287;INR
fee_00202;FEE;pout_00017;razorpay;pay_00403;26.09.2026;-15567;INR
ch_00406;CHARGE;pout_00017;razorpay;pay_00405;25.09.2026;298056;INR
fee_00203;FEE;pout_00017;razorpay;pay_00405;25.09.2026;-7353;INR
ch_00408;CHARGE;pout_00017;razorpay;pay_00407;24.09.2026;731792;INR
fee_00204;FEE;pout_00017;razorpay;pay_00407;24.09.2026;-17763;INR
ch_00410;CHARGE;pout_00017;razorpay;pay_00409;26.09.2026;366387;INR
fee_00205;FEE;pout_00017;razorpay;pay_00409;26.09.2026;-8993;INR
ch_00412;CHARGE;pout_00017;razorpay;pay_00411;24.09.2026;825853;INR
fee_00206;FEE;pout_00017;razorpay;pay_00411;24.09.2026;-20020;INR
ch_00414;CHARGE;pout_00017;razorpay;pay_00413;26.09.2026;517528;INR
fee_00207;FEE;pout_00017;razorpay;pay_00413;26.09.2026;-12621;INR
ch_00416;CHARGE;pout_00017;razorpay;pay_00415;24.09.2026;791648;INR
fee_00208;FEE;pout_00017;razorpay;pay_00415;24.09.2026;-19200;INR
ch_00418;CHARGE;pout_00018;razorpay;pay_00417;30.09.2026;431570;INR
fee_00209;FEE;pout_00018;razorpay;pay_00417;30.09.2026;-10558;INR
ch_00420;CHARGE;pout_00018;razorpay;pay_00419;29.09.2026;383025;INR
fee_00210;FEE;pout_00018;razorpay;pay_00419;29.09.2026;-9393;INR
ch_00422;CHARGE;pout_00018;razorpay;pay_00421;28.09.2026;200513;INR
fee_00211;FEE;pout_00018;razorpay;pay_00421;28.09.2026;-5012;INR
ch_00424;CHARGE;pout_00018;razorpay;pay_00423;28.09.2026;489094;INR
fee_00212;FEE;pout_00018;razorpay;pay_00423;28.09.2026;-11938;INR
ch_00426;CHARGE;pout_00018;razorpay;pay_00425;29.09.2026;491077;INR
fee_00213;FEE;pout_00018;razorpay;pay_00425;29.09.2026;-11986;INR
ch_00428;CHARGE;pout_00018;razorpay;pay_00427;29.09.2026;261777;INR
fee_00214;FEE;pout_00018;razorpay;pay_00427;29.09.2026;-6483;INR
ch_00430;CHARGE;pout_00019;cashfree;pay_00429;11.09.2026;820600;INR
fee_00215;FEE;pout_00019;cashfree;pay_00429;11.09.2026;-17533;INR
ch_00432;CHARGE;pout_00019;cashfree;pay_00431;11.09.2026;616288;INR
fee_00216;FEE;pout_00019;cashfree;pay_00431;11.09.2026;-13242;INR
ch_00434;CHARGE;pout_00019;cashfree;pay_00433;09.09.2026;211511;INR
fee_00217;FEE;pout_00019;cashfree;pay_00433;09.09.2026;-4742;INR
ch_00436;CHARGE;pout_00019;cashfree;pay_00435;10.09.2026;724884;INR
fee_00218;FEE;pout_00019;cashfree;pay_00435;10.09.2026;-15523;INR
ch_00438;CHARGE;pout_00019;cashfree;pay_00437;09.09.2026;300546;INR
fee_00219;FEE;pout_00019;cashfree;pay_00437;09.09.2026;-6611;INR
ch_00440;CHARGE;pout_00019;cashfree;pay_00439;10.09.2026;62806;INR
fee_00220;FEE;pout_00019;cashfree;pay_00439;10.09.2026;-1619;INR
ch_00442;CHARGE;pout_00019;cashfree;pay_00441;11.09.2026;870279;INR
fee_00221;FEE;pout_00019;cashfree;pay_00441;11.09.2026;-18576;INR
ch_00444;CHARGE;pout_00019;cashfree;pay_00443;09.09.2026;52872;INR
fee_00222;FEE;pout_00019;cashfree;pay_00443;09.09.2026;-1410;INR
ch_00446;CHARGE;pout_00019;cashfree;pay_00445;10.09.2026;742485;INR
fee_00223;FEE;pout_00019;cashfree;pay_00445;10.09.2026;-15892;INR
ch_00448;CHARGE;pout_00020;cashfree;pay_00447;17.09.2026;629822;INR
fee_00224;FEE;pout_00020;cashfree;pay_00447;17.09.2026;-13526;INR
ch_00450;CHARGE;pout_00020;cashfree;pay_00449;17.09.2026;565475;INR
fee_00225;FEE;pout_00020;cashfree;pay_00449;17.09.2026;-12175;INR
ch_00452;CHARGE;pout_00020;cashfree;pay_00451;18.09.2026;632121;INR
fee_00226;FEE;pout_00020;cashfree;pay_00451;18.09.2026;-13575;INR
ch_00454;CHARGE;pout_00020;cashfree;pay_00453;17.09.2026;393637;INR
fee_00227;FEE;pout_00020;cashfree;pay_00453;17.09.2026;-8566;INR
ch_00456;CHARGE;pout_00020;cashfree;pay_00455;16.09.2026;781103;INR
fee_00228;FEE;pout_00020;cashfree;pay_00455;16.09.2026;-16703;INR
ch_00458;CHARGE;pout_00020;cashfree;pay_00457;17.09.2026;828993;INR
fee_00229;FEE;pout_00020;cashfree;pay_00457;17.09.2026;-17709;INR
ch_00460;CHARGE;pout_00020;cashfree;pay_00459;16.09.2026;814159;INR
fee_00230;FEE;pout_00020;cashfree;pay_00459;16.09.2026;-17397;INR
ch_00462;CHARGE;pout_00020;cashfree;pay_00461;18.09.2026;89684;INR
fee_00231;FEE;pout_00020;cashfree;pay_00461;18.09.2026;-2183;INR
ch_00464;CHARGE;pout_00020;cashfree;pay_00463;16.09.2026;401036;INR
fee_00232;FEE;pout_00020;cashfree;pay_00463;16.09.2026;-8722;INR
ch_00466;CHARGE;pout_00020;cashfree;pay_00465;18.09.2026;385929;INR
fee_00233;FEE;pout_00020;cashfree;pay_00465;18.09.2026;-8405;INR
ch_00468;CHARGE;pout_00020;cashfree;pay_00467;17.09.2026;236736;INR
fee_00234;FEE;pout_00020;cashfree;pay_00467;17.09.2026;-5271;INR
ch_00470;CHARGE;pout_00020;cashfree;pay_00469;18.09.2026;552099;INR
fee_00235;FEE;pout_00020;cashfree;pay_00469;18.09.2026;-11894;INR
ch_00472;CHARGE;pout_00020;cashfree;pay_00471;16.09.2026;654336;INR
fee_00236;FEE;pout_00020;cashfree;pay_00471;16.09.2026;-14041;INR
rfnd_00006;REFUND;pout_00020;cashfree;pay_00453;18.09.2026;-393637;INR
ch_00474;CHARGE;pout_00021;razorpay;pay_00473;10.09.2026;324670;INR
fee_00237;FEE;pout_00021;razorpay;pay_00473;10.09.2026;-7992;INR
ch_00476;CHARGE;pout_00021;razorpay;pay_00475;09.09.2026;655349;INR
fee_00238;FEE;pout_00021;razorpay;pay_00475;09.09.2026;-15928;INR
ch_00478;CHARGE;pout_00021;razorpay;pay_00477;10.09.2026;853690;INR
fee_00239;FEE;pout_00021;razorpay;pay_00477;10.09.2026;-20689;INR
ch_00480;CHARGE;pout_00021;razorpay;pay_00479;09.09.2026;285859;INR
fee_00240;FEE;pout_00021;razorpay;pay_00479;09.09.2026;-7061;INR
ch_00482;CHARGE;pout_00021;razorpay;pay_00481;11.09.2026;609100;INR
fee_00241;FEE;pout_00021;razorpay;pay_00481;11.09.2026;-14818;INR
ch_00484;CHARGE;pout_00021;razorpay;pay_00483;11.09.2026;462431;INR
fee_00242;FEE;pout_00021;razorpay;pay_00483;11.09.2026;-11298;INR
ch_00486;CHARGE;pout_00021;razorpay;pay_00485;11.09.2026;657388;INR
fee_00243;FEE;pout_00021;razorpay;pay_00485;11.09.2026;-15977;INR
ch_00488;CHARGE;pout_00021;razorpay;pay_00487;09.09.2026;344865;INR
fee_00244;FEE;pout_00021;razorpay;pay_00487;09.09.2026;-8477;INR
ch_00490;CHARGE;pout_00021;razorpay;pay_00489;10.09.2026;172605;INR
fee_00245;FEE;pout_00021;razorpay;pay_00489;10.09.2026;-4343;INR
ch_00492;CHARGE;pout_00022;cashfree;pay_00491;07.09.2026;288926;INR
fee_00246;FEE;pout_00022;cashfree;pay_00491;07.09.2026;-6367;INR
ch_00494;CHARGE;pout_00022;cashfree;pay_00493;07.09.2026;119432;INR
fee_00247;FEE;pout_00022;cashfree;pay_00493;07.09.2026;-2808;INR
ch_00496;CHARGE;pout_00022;cashfree;pay_00495;07.09.2026;479318;INR
fee_00248;FEE;pout_00022;cashfree;pay_00495;07.09.2026;-10366;INR
ch_00498;CHARGE;pout_00022;cashfree;pay_00497;07.09.2026;187096;INR
fee_00249;FEE;pout_00022;cashfree;pay_00497;07.09.2026;-4229;INR
ch_00500;CHARGE;pout_00022;cashfree;pay_00499;07.09.2026;747365;INR
fee_00250;FEE;pout_00022;cashfree;pay_00499;07.09.2026;-15995;INR
ch_00502;CHARGE;pout_00022;cashfree;pay_00501;06.09.2026;549560;INR
fee_00251;FEE;pout_00022;cashfree;pay_00501;06.09.2026;-11841;INR
ch_00504;CHARGE;pout_00022;cashfree;pay_00503;07.09.2026;414017;INR
fee_00252;FEE;pout_00022;cashfree;pay_00503;07.09.2026;-8994;INR
ch_00506;CHARGE;pout_00022;cashfree;pay_00505;06.09.2026;390776;INR
fee_00253;FEE;pout_00022;cashfree;pay_00505;06.09.2026;-8506;INR
ch_00508;CHARGE;pout_00022;cashfree;pay_00507;07.09.2026;575296;INR
fee_00254;FEE;pout_00022;cashfree;pay_00507;07.09.2026;-12381;INR
ch_00510;CHARGE;pout_00022;cashfree;pay_00509;06.09.2026;486317;INR
fee_00255;FEE;pout_00022;cashfree;pay_00509;06.09.2026;-10513;INR
ch_00512;CHARGE;pout_00022;cashfree;pay_00511;05.09.2026;93014;INR
fee_00256;FEE;pout_00022;cashfree;pay_00511;05.09.2026;-2253;INR
ch_00514;CHARGE;pout_00022;cashfree;pay_00513;05.09.2026;204908;INR
fee_00257;FEE;pout_00022;cashfree;pay_00513;05.09.2026;-4603;INR
ch_00516;CHARGE;pout_00022;cashfree;pay_00515;05.09.2026;500751;INR
fee_00258;FEE;pout_00022;cashfree;pay_00515;05.09.2026;-10816;INR
ch_00518;CHARGE;pout_00022;cashfree;pay_00517;07.09.2026;361102;INR
fee_00259;FEE;pout_00022;cashfree;pay_00517;07.09.2026;-7883;INR
rfnd_00007;REFUND;pout_00022;cashfree;pay_00507;07.09.2026;-575296;INR
ch_00521;CHARGE;;razorpay;pay_00520;27.09.2026;4100000;INR
fee_00261;FEE;;razorpay;pay_00520;27.09.2026;-98600;INR
ch_00523;CHARGE;;razorpay;pay_00522;27.09.2026;4840000;INR
fee_00262;FEE;;razorpay;pay_00522;27.09.2026;-116360;INR
ch_00525;CHARGE;;razorpay;pay_00524;27.09.2026;4420000;INR
fee_00263;FEE;;razorpay;pay_00524;27.09.2026;-106280;INR
ch_00527;CHARGE;;razorpay;pay_00526;27.09.2026;4520000;INR
fee_00264;FEE;;razorpay;pay_00526;27.09.2026;-108680;INR
